,user_name,user_description,tweets,label,date
87019,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google opinion people like sam altman gpt elon musk tesla bot feel dangerous developing technology nuclear weapon destroyed earth,positiv,2023-04-02 10:20:32+00:00
87036,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft googleclassroom opinion generative wipe humanity job supposed super human intelligent pure hype algorithm alive sentient,neutral,2023-04-02 10:15:14+00:00
87040,atanas atanasov phd habil,innovation molecular medicine digital health principal investigator lbidhps editorinchief crbiotech explordht leader dhpsp inpst,programmer beware chatgpt ruined magic trick news chatgpt,neutral,2023-04-02 10:10:28+00:00
87047,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft googleclassroom letter signed elon musk demanding research pause spark controversy tesla bot ultimately way disruptive gpt order magnitude,positiv,2023-04-02 10:05:00+00:00
87057,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google artist test limit human authorship art battle continues hold copyright,neutral,2023-04-02 10:00:57+00:00
87069,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google sam altman compare powerful research dawn nuclear warfare nuclear weapon good monumentally rediculous statement,neutral,2023-04-02 09:57:39+00:00
87086,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google google denies chatgpt data train bard engineer left lost google credibility,neutral,2023-04-02 09:47:47+00:00
87101,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google creator chatgpt make case teslabots,negativ,2023-04-02 09:40:54+00:00
87923,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google generative apps more,positiv,2023-04-01 13:20:37+00:00
87930,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google andrej karpathy launch advanced nanogpt built mingpt nanogpt new repository training fine tuning mediumsized gpts,positiv,2023-04-01 13:18:26+00:00
87983,wesley fryer phd wfryermastodoncloud,love empowering creatively share voice medium cook too cookwithwes edtechsr wsshare create learn medialit storychasers,bummer chatgpt longer summarize hour long edtechsr text transcript matter model use latest chatgpt paid model legacy error the message submitted long edtech edtechsr,negativ,2023-04-01 13:01:06+00:00
87998,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google brain supercharged chatgpt imagenet ilya sutskever cofounded openai sam altman elon musk greg brockman dinner,positiv,2023-04-01 12:56:47+00:00
88031,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google chatgpt launch bing vital publisher optimize,neutral,2023-04-01 12:45:58+00:00
88042,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google openais founding vision openai history journey advanced,negativ,2023-04-01 12:43:04+00:00
88061,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google opinion future advancement artificial intelligence leading agi beneficial job loss occur regardless terminator think,positiv,2023-04-01 12:38:00+00:00
88071,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google opinion expect gpt late maybe better phd level agi currently graduate level agi chip nvidai,neutral,2023-04-01 12:34:20+00:00
88078,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google opinion agi tesla bot it use require congress restricting use exceed human worker it algorithm hopefully human control,positiv,2023-04-01 12:31:14+00:00
88088,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google opinion agi scary require tesla bot capable human job gpt etc good harm future beneficial,positiv,2023-04-01 12:27:35+00:00
88146,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google ceo president it joke love openai andrej karpathy god vision,negativ,2023-04-01 12:05:55+00:00
88155,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt daily news subscribe area you,positiv,2023-04-01 12:03:35+00:00
88163,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google remembering gordon moore,neutral,2023-04-01 12:02:05+00:00
88166,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google gate call openais gpt important tech advance,positiv,2023-04-01 12:00:45+00:00
88179,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft googlealerts sundar pichai end developing technology control,positiv,2023-04-01 11:56:41+00:00
88420,andr sleonardo mart nezortiz phd,machine learning sre google software engineer speaker runner opinion own newsletter,italian privacy regulator friday ordered ban chatgpt alleged privacy violation privacy policy chatgpt,positiv,2023-04-01 10:18:04+00:00
88654,anthony hadfield phd,studied compsci vision python coder follow nvidia microsoft google tesla optimus bot deepmind openai generative gpt,gpt chatgpt openai artificialintelligence generativeai microsoft google uae job worker major risk replaced chatgpt,negativ,2023-04-01 08:49:56+00:00
88902,eleonora benecchi phd,rocking positive attitude digital culture fandom social medium expert lecturer researcher usiimeg day fan always,asked chatgpt think italian garanteprivacy requesting openai block italian access chatgpt answer fake news rely credible source provided source chatgpt matter,positiv,2023-04-01 07:27:02+00:00
88951,eleonora benecchi phd,rocking positive attitude digital culture fandom social medium expert lecturer researcher usiimeg day fan always,garanteprivacy blocked chatgpt italy shocked world way people attention problem implementing open forgetting ethic good job intent actually block well vpn anyone,positiv,2023-04-01 07:11:17+00:00
88999,pietro speroni fenizio phd english account,mathematician edem consultant vision leaderless collaborative government design votingsystems see homepage,day chatgpt feel like kid government stepped separating alien friend,positiv,2023-04-01 06:52:39+00:00
