,0
6152,neutral
6153,neutral
6154,neutral
6155,love
6156,curiosity
6157,admiration
6158,admiration
6159,admiration
6160,curiosity
6161,admiration
6162,curiosity
6163,neutral
6164,approval
6165,realization
6166,neutral
6167,optimism
6168,admiration
6169,neutral
6170,admiration
6171,approval
6172,admiration
6173,neutral
6174,neutral
6175,admiration
6176,neutral
6177,neutral
6178,curiosity
6179,curiosity
6180,approval
6181,approval
6182,neutral
6183,confusion
6184,neutral
6185,neutral
6186,neutral
6187,neutral
6188,neutral
6189,curiosity
6190,approval
6191,annoyance
6192,neutral
6193,confusion
6194,neutral
6195,neutral
6196,curiosity
6197,neutral
6198,neutral
6199,neutral
6200,neutral
6201,love
6202,neutral
6203,admiration
6204,neutral
6205,neutral
6206,realization
6207,excitement
6208,neutral
6209,caring
6210,approval
6211,neutral
6212,admiration
6213,approval
6214,neutral
6215,realization
6216,admiration
6217,neutral
6218,love
6219,excitement
6220,neutral
6221,approval
6222,approval
6223,neutral
6224,disappointment
6225,approval
6226,admiration
6227,approval
6228,curiosity
6229,optimism
6230,neutral
6231,neutral
6232,optimism
6233,realization
6234,gratitude
6235,neutral
6236,neutral
6237,curiosity
6238,amusement
6239,amusement
6240,approval
6241,neutral
6242,neutral
6243,curiosity
6244,neutral
6245,approval
6246,realization
6247,surprise
6248,gratitude
6249,amusement
6250,amusement
6251,neutral
6252,neutral
6253,neutral
6254,curiosity
6255,disapproval
6256,curiosity
6257,amusement
6258,curiosity
6259,neutral
6260,confusion
6261,neutral
6262,approval
6263,neutral
6264,neutral
6265,approval
6266,admiration
6267,gratitude
6268,optimism
6269,admiration
6270,excitement
6271,approval
6272,neutral
6273,neutral
6274,curiosity
6275,disappointment
6276,neutral
6277,neutral
6278,sadness
6279,neutral
6280,curiosity
6281,admiration
6282,admiration
6283,approval
6284,disappointment
6285,neutral
6286,approval
6287,neutral
6288,neutral
6289,neutral
6290,neutral
6291,disapproval
6292,neutral
6293,neutral
6294,curiosity
6295,curiosity
6296,neutral
6297,neutral
6298,neutral
6299,neutral
6300,approval
6301,amusement
6302,neutral
6303,annoyance
6304,surprise
6305,curiosity
6306,neutral
6307,neutral
6308,embarrassment
6309,realization
6310,realization
6311,neutral
6312,annoyance
6313,neutral
6314,admiration
6315,optimism
6316,joy
6317,neutral
6318,confusion
6319,surprise
6320,amusement
6321,realization
6322,neutral
6323,neutral
6324,gratitude
6325,love
6326,curiosity
6327,realization
6328,admiration
6329,confusion
6330,neutral
6331,admiration
6332,neutral
6333,neutral
6334,annoyance
6335,joy
6336,admiration
6337,admiration
6338,neutral
6339,admiration
6340,curiosity
6341,amusement
6342,neutral
6343,neutral
6344,admiration
6345,admiration
6346,surprise
6347,neutral
6348,neutral
6349,approval
6350,approval
6351,neutral
6352,gratitude
6353,amusement
6354,approval
6355,confusion
6356,neutral
6357,joy
6358,approval
6359,neutral
6360,neutral
6361,joy
6362,neutral
6363,approval
6364,realization
6365,approval
6366,admiration
6367,neutral
6368,annoyance
6369,disappointment
6370,curiosity
6371,joy
6372,amusement
6373,gratitude
6374,surprise
6375,neutral
6376,curiosity
6377,neutral
6378,approval
6379,neutral
6380,curiosity
6381,neutral
6382,neutral
6383,neutral
6384,neutral
6385,disappointment
6386,sadness
6387,admiration
6388,neutral
6389,admiration
6390,joy
6391,admiration
6392,approval
6393,disapproval
6394,disappointment
6395,annoyance
6396,admiration
6397,neutral
6398,admiration
6399,excitement
6400,curiosity
6401,admiration
6402,realization
6403,curiosity
6404,surprise
6405,realization
6406,neutral
6407,curiosity
6408,gratitude
6409,neutral
6410,neutral
6411,excitement
6412,neutral
6413,love
6414,approval
6415,optimism
6416,amusement
6417,love
6418,curiosity
6419,curiosity
6420,curiosity
6421,neutral
6422,excitement
6423,approval
6424,realization
6425,disapproval
6426,neutral
6427,curiosity
6428,joy
6429,neutral
6430,curiosity
6431,admiration
6432,realization
6433,neutral
6434,curiosity
6435,curiosity
6436,surprise
6437,confusion
6438,approval
6439,admiration
6440,admiration
6441,gratitude
6442,love
6443,excitement
6444,confusion
6445,neutral
6446,confusion
6447,realization
6448,disapproval
6449,neutral
6450,neutral
6451,neutral
6452,neutral
6453,admiration
6454,approval
6455,optimism
6456,admiration
6457,approval
6458,neutral
6459,neutral
6460,realization
6461,neutral
6462,neutral
6463,neutral
6464,neutral
6465,neutral
6466,curiosity
6467,neutral
6468,admiration
6469,amusement
6470,admiration
6471,neutral
6472,neutral
6473,approval
6474,amusement
6475,neutral
6476,admiration
6477,amusement
6478,neutral
6479,approval
6480,neutral
6481,amusement
6482,realization
6483,neutral
6484,anger
6485,neutral
6486,admiration
6487,curiosity
6488,surprise
6489,realization
6490,curiosity
6491,amusement
6492,realization
6493,neutral
6494,curiosity
6495,joy
6496,approval
6497,curiosity
6498,neutral
6499,neutral
6500,neutral
6501,confusion
6502,curiosity
6503,curiosity
6504,approval
6505,annoyance
6506,admiration
6507,neutral
6508,neutral
6509,neutral
6510,disapproval
6511,neutral
6512,admiration
6513,amusement
6514,neutral
6515,neutral
6516,curiosity
6517,optimism
6518,disapproval
6519,admiration
6520,neutral
6521,neutral
6522,curiosity
6523,neutral
6524,neutral
6525,neutral
6526,neutral
6527,neutral
6528,realization
6529,neutral
6530,neutral
6531,neutral
6532,neutral
6533,confusion
6534,admiration
6535,realization
6536,neutral
6537,confusion
6538,realization
6539,excitement
6540,admiration
6541,curiosity
6542,neutral
6543,admiration
6544,neutral
6545,admiration
6546,neutral
6547,neutral
6548,admiration
6549,neutral
6550,curiosity
6551,neutral
6552,admiration
6553,realization
6554,admiration
6555,realization
6556,disapproval
6557,realization
6558,neutral
6559,realization
6560,annoyance
6561,excitement
6562,neutral
6563,neutral
6564,neutral
6565,neutral
6566,caring
6567,neutral
6568,curiosity
6569,neutral
6570,neutral
6571,excitement
6572,neutral
6573,surprise
6574,disappointment
6575,neutral
6576,gratitude
6577,neutral
6578,confusion
6579,neutral
6580,curiosity
6581,approval
6582,admiration
6583,neutral
6584,fear
6585,curiosity
6586,admiration
6587,curiosity
6588,admiration
6589,admiration
6590,caring
6591,approval
6592,approval
6593,approval
6594,admiration
6595,admiration
6596,approval
6597,curiosity
6598,neutral
6599,neutral
6600,neutral
6601,joy
6602,neutral
6603,gratitude
6604,neutral
6605,neutral
6606,neutral
6607,neutral
6608,admiration
6609,neutral
6610,neutral
6611,confusion
6612,admiration
6613,joy
6614,approval
6615,approval
6616,disappointment
6617,neutral
6618,approval
6619,admiration
6620,curiosity
6621,neutral
6622,neutral
6623,neutral
6624,disappointment
6625,admiration
6626,neutral
6627,neutral
6628,neutral
6629,caring
6630,neutral
6631,realization
6632,approval
6633,neutral
6634,admiration
6635,fear
6636,optimism
6637,sadness
6638,neutral
6639,excitement
6640,neutral
6641,approval
6642,admiration
6643,love
6644,realization
6645,curiosity
6646,approval
6647,approval
6648,joy
6649,realization
6650,fear
6651,neutral
6652,neutral
6653,curiosity
6654,neutral
6655,neutral
6656,excitement
6657,admiration
6658,anger
6659,disapproval
6660,neutral
6661,admiration
6662,surprise
6663,neutral
6664,approval
6665,gratitude
6666,neutral
6667,admiration
6668,excitement
6669,neutral
6670,neutral
6671,excitement
6672,optimism
6673,neutral
6674,neutral
6675,optimism
6676,amusement
6677,neutral
6678,realization
6679,neutral
6680,neutral
6681,admiration
6682,disapproval
6683,neutral
6684,excitement
6685,neutral
6686,approval
6687,neutral
6688,anger
6689,confusion
6690,pride
6691,curiosity
6692,love
6693,approval
6694,neutral
6695,curiosity
6696,surprise
6697,admiration
6698,approval
6699,admiration
6700,curiosity
6701,neutral
6702,neutral
6703,gratitude
6704,approval
6705,neutral
6706,realization
6707,surprise
6708,excitement
6709,admiration
6710,gratitude
6711,surprise
6712,disappointment
6713,admiration
6714,admiration
6715,neutral
6716,realization
6717,surprise
6718,neutral
6719,confusion
6720,neutral
6721,neutral
6722,neutral
6723,curiosity
6724,approval
6725,neutral
6726,confusion
6727,neutral
6728,neutral
6729,confusion
6730,neutral
6731,approval
6732,realization
6733,curiosity
6734,neutral
6735,approval
6736,optimism
6737,approval
6738,neutral
6739,surprise
6740,approval
6741,approval
6742,neutral
6743,disappointment
6744,amusement
6745,realization
6746,joy
6747,approval
6748,neutral
6749,approval
6750,admiration
6751,neutral
6752,neutral
6753,realization
6754,realization
6755,approval
6756,neutral
6757,approval
6758,admiration
6759,realization
6760,neutral
6761,neutral
6762,sadness
6763,neutral
6764,approval
6765,curiosity
6766,neutral
6767,approval
6768,neutral
6769,confusion
6770,approval
6771,admiration
6772,approval
6773,curiosity
6774,confusion
6775,confusion
6776,admiration
6777,neutral
6778,neutral
6779,approval
6780,realization
6781,neutral
6782,neutral
6783,approval
6784,neutral
6785,annoyance
6786,neutral
6787,curiosity
6788,joy
6789,disappointment
6790,anger
6791,realization
6792,neutral
6793,neutral
6794,neutral
6795,gratitude
6796,neutral
6797,caring
6798,neutral
6799,surprise
6800,optimism
6801,admiration
6802,approval
6803,neutral
6804,neutral
6805,neutral
6806,approval
6807,neutral
6808,neutral
6809,realization
6810,optimism
6811,admiration
6812,neutral
6813,joy
6814,gratitude
6815,disappointment
6816,surprise
6817,neutral
6818,neutral
6819,neutral
6820,curiosity
6821,neutral
6822,realization
6823,approval
6824,neutral
6825,neutral
6826,neutral
6827,gratitude
6828,neutral
6829,neutral
6830,neutral
6831,realization
6832,neutral
6833,approval
6834,neutral
6835,excitement
6836,excitement
6837,approval
6838,neutral
6839,neutral
6840,disapproval
6841,realization
6842,admiration
6843,admiration
6844,amusement
6845,neutral
6846,neutral
6847,surprise
6848,neutral
6849,admiration
6850,admiration
6851,admiration
6852,approval
6853,approval
6854,neutral
6855,optimism
6856,approval
6857,curiosity
6858,neutral
6859,neutral
6860,gratitude
6861,admiration
6862,confusion
6863,neutral
6864,admiration
6865,neutral
6866,admiration
6867,neutral
6868,approval
6869,neutral
6870,annoyance
6871,admiration
6872,approval
6873,excitement
6874,excitement
6875,approval
6876,confusion
6877,neutral
6878,joy
6879,neutral
6880,approval
6881,fear
6882,admiration
6883,curiosity
6884,joy
6885,fear
6886,realization
6887,neutral
6888,neutral
6889,disappointment
6890,realization
6891,surprise
6892,approval
6893,approval
6894,admiration
6895,neutral
6896,gratitude
6897,neutral
6898,neutral
6899,neutral
6900,approval
6901,approval
6902,realization
6903,admiration
6904,pride
6905,admiration
6906,neutral
6907,love
6908,surprise
6909,excitement
6910,neutral
6911,admiration
6912,neutral
6913,neutral
6914,neutral
6915,admiration
6916,neutral
6917,admiration
6918,confusion
6919,joy
6920,neutral
6921,approval
6922,approval
6923,neutral
6924,confusion
6925,neutral
6926,admiration
6927,gratitude
6928,neutral
6929,neutral
6930,curiosity
6931,curiosity
6932,gratitude
6933,admiration
6934,excitement
6935,neutral
6936,desire
6937,fear
6938,admiration
6939,neutral
6940,neutral
6941,realization
6942,approval
6943,curiosity
6944,neutral
6945,joy
6946,disappointment
6947,neutral
6948,admiration
6949,admiration
6950,neutral
6951,surprise
6952,amusement
6953,neutral
6954,excitement
6955,confusion
6956,neutral
6957,love
6958,neutral
6959,neutral
6960,confusion
6961,neutral
6962,neutral
6963,confusion
6964,love
6965,realization
6966,neutral
6967,gratitude
6968,realization
6969,curiosity
6970,admiration
6971,neutral
6972,neutral
6973,neutral
6974,curiosity
6975,neutral
6976,approval
6977,excitement
6978,disapproval
6979,approval
6980,neutral
6981,neutral
6982,curiosity
6983,neutral
6984,neutral
6985,annoyance
6986,neutral
6987,neutral
6988,joy
6989,approval
6990,neutral
6991,neutral
6992,confusion
6993,realization
6994,neutral
6995,neutral
6996,neutral
6997,surprise
6998,neutral
6999,surprise
7000,curiosity
7001,excitement
7002,admiration
7003,neutral
7004,neutral
7005,realization
7006,curiosity
7007,amusement
7008,neutral
7009,surprise
7010,approval
7011,joy
7012,approval
7013,disapproval
7014,neutral
7015,joy
7016,neutral
7017,realization
7018,neutral
7019,admiration
7020,neutral
7021,curiosity
7022,gratitude
7023,curiosity
7024,neutral
7025,confusion
7026,admiration
7027,approval
7028,neutral
7029,curiosity
7030,anger
7031,approval
7032,admiration
7033,admiration
7034,gratitude
7035,approval
7036,neutral
7037,neutral
7038,neutral
7039,neutral
7040,neutral
7041,realization
7042,disapproval
7043,neutral
7044,neutral
7045,confusion
7046,curiosity
7047,neutral
7048,surprise
7049,neutral
7050,realization
7051,approval
7052,realization
7053,admiration
7054,admiration
7055,neutral
7056,approval
7057,approval
7058,gratitude
7059,surprise
7060,neutral
7061,annoyance
7062,amusement
7063,joy
7064,amusement
7065,neutral
7066,neutral
7067,neutral
7068,admiration
7069,neutral
7070,admiration
7071,approval
7072,neutral
7073,confusion
7074,confusion
7075,neutral
7076,disappointment
7077,realization
7078,neutral
7079,admiration
7080,neutral
7081,confusion
7082,disapproval
7083,realization
7084,approval
7085,neutral
7086,curiosity
7087,neutral
7088,admiration
7089,admiration
7090,realization
7091,approval
7092,admiration
7093,gratitude
7094,curiosity
7095,neutral
7096,approval
7097,neutral
7098,neutral
7099,neutral
7100,curiosity
7101,approval
7102,curiosity
7103,neutral
7104,realization
7105,neutral
7106,curiosity
7107,sadness
7108,approval
7109,admiration
7110,excitement
7111,optimism
7112,neutral
7113,optimism
7114,neutral
7115,realization
7116,neutral
7117,neutral
7118,excitement
7119,excitement
7120,admiration
7121,neutral
7122,neutral
7123,optimism
7124,neutral
7125,neutral
7126,neutral
7127,excitement
7128,neutral
7129,admiration
7130,neutral
7131,neutral
7132,neutral
7133,neutral
7134,joy
7135,realization
7136,neutral
7137,curiosity
7138,neutral
7139,joy
7140,admiration
7141,admiration
7142,neutral
7143,approval
7144,joy
7145,approval
7146,neutral
7147,approval
7148,admiration
7149,curiosity
7150,approval
7151,caring
7152,realization
7153,neutral
7154,neutral
7155,disapproval
7156,neutral
7157,admiration
7158,gratitude
7159,neutral
7160,neutral
7161,amusement
7162,admiration
7163,confusion
7164,amusement
7165,neutral
7166,curiosity
7167,neutral
7168,approval
7169,curiosity
7170,neutral
7171,optimism
7172,neutral
7173,surprise
7174,admiration
7175,admiration
7176,approval
7177,surprise
7178,excitement
7179,excitement
7180,neutral
7181,realization
7182,approval
7183,neutral
7184,curiosity
7185,annoyance
7186,nervousness
7187,realization
7188,confusion
7189,curiosity
7190,neutral
7191,neutral
7192,realization
7193,gratitude
7194,curiosity
7195,neutral
7196,neutral
7197,neutral
7198,disappointment
7199,surprise
7200,neutral
7201,neutral
7202,confusion
7203,curiosity
7204,neutral
7205,admiration
7206,neutral
7207,curiosity
7208,realization
7209,amusement
7210,realization
7211,neutral
7212,approval
7213,neutral
7214,neutral
7215,disapproval
7216,confusion
7217,love
7218,admiration
7219,neutral
7220,neutral
7221,neutral
7222,approval
7223,neutral
7224,excitement
7225,neutral
7226,approval
7227,annoyance
7228,admiration
7229,realization
7230,admiration
7231,neutral
7232,confusion
7233,neutral
7234,amusement
7235,surprise
7236,gratitude
7237,neutral
7238,admiration
7239,neutral
7240,neutral
7241,neutral
7242,neutral
7243,admiration
7244,neutral
7245,approval
7246,neutral
7247,curiosity
7248,neutral
7249,neutral
7250,fear
7251,neutral
7252,joy
7253,neutral
7254,approval
7255,neutral
7256,love
7257,approval
7258,admiration
7259,neutral
7260,neutral
7261,realization
7262,neutral
7263,realization
7264,neutral
7265,curiosity
7266,neutral
7267,love
7268,neutral
7269,neutral
7270,realization
7271,neutral
7272,curiosity
7273,neutral
7274,neutral
7275,admiration
7276,disapproval
7277,admiration
7278,neutral
7279,curiosity
7280,admiration
7281,realization
7282,neutral
7283,approval
7284,neutral
7285,approval
7286,neutral
7287,admiration
7288,neutral
7289,neutral
7290,neutral
7291,amusement
7292,admiration
7293,neutral
7294,realization
7295,optimism
7296,neutral
7297,neutral
7298,approval
7299,neutral
7300,sadness
7301,neutral
7302,gratitude
